step,train_loss
10,2.0827
20,2.0789
30,2.0711
40,2.0739
50,2.0661
60,2.0576
70,2.0533
80,2.0331
90,2.0356
100,2.0104
110,1.9942
120,1.9465
130,1.8826
140,1.8569
150,1.8284
160,1.7827
170,1.6056
180,1.6263
190,1.5192
200,1.5311
210,1.4949
220,1.4245
230,1.4
240,1.3352
250,1.2464
260,1.1854
270,1.0931
280,1.1932
290,1.1267
300,1.0292
310,1.0221
320,1.0381
330,0.9266
340,0.8868
350,0.8727
360,0.9435
370,0.7728
380,0.8865
390,0.6537
400,0.7631
410,0.7252
420,0.5776
430,0.8451
440,0.5111
450,0.643
460,0.6315
470,0.499
480,0.7288
490,0.5529
500,0.4701
510,0.4109
520,0.3188
530,0.3985
540,0.3044
550,0.4136
560,0.3347
570,0.3281
580,0.3926
590,0.2384
600,0.2659
610,0.3539
620,0.2217
630,0.3532
640,0.3646
650,0.2526
660,0.236
670,0.1465
680,0.161
690,0.1566
700,0.0985
710,0.1774
720,0.1955
730,0.217
740,0.1742
750,0.1045
760,0.1146
770,0.112
780,0.1873
790,0.0804
800,0.0451
810,0.1857
820,0.0729
830,0.1693
840,0.2636
850,0.1104
860,0.0572
870,0.1269
880,0.129
890,0.0885
900,0.0898
910,0.0582
920,0.1106
930,0.2482
940,0.0449
950,0.155
960,0.0444
970,0.1069
980,0.152
990,0.0543
1000,0.0357
1010,0.0817
1020,0.0919
1030,0.0344
1040,0.0346
1050,0.1015
1060,0.0297
1070,0.0413
1080,0.0098
1090,0.0132
1100,0.0088
1110,0.0597
1120,0.0794
1130,0.0159
1140,0.0341
1150,0.0459
1160,0.0089
1170,0.0183
1180,0.0201
1190,0.0436
1200,0.0074
1210,0.0079
1220,0.0061
1230,0.0188
1240,0.0214
1250,0.0204
1260,0.0271
1270,0.0061
1280,0.0656
1290,0.0132
1300,0.0059
1310,0.0356
1320,0.0145
1330,0.1227
1340,0.0379
1350,0.0145
1360,0.0284
1370,0.0087
1380,0.0177
1390,0.0047
1400,0.0581
1410,0.0672
1420,0.0044
1430,0.0214
1440,0.0054
1450,0.0164
1460,0.0683
1470,0.1027
1480,0.0763
1490,0.0129
1500,0.0041
