step,train_loss
10,2.075
20,2.0757
30,2.0827
40,2.075
50,2.0762
60,2.0729
70,2.059
80,2.0344
90,2.038
100,1.996
110,1.9459
120,1.9035
130,1.8308
140,1.7831
150,1.7778
160,1.734
170,1.7387
180,1.6313
190,1.5567
200,1.4669
210,1.493
220,1.4099
230,1.4554
240,1.3635
250,1.3068
260,1.2424
270,1.1254
280,1.2236
290,1.0861
300,0.972
310,1.0091
320,0.945
330,0.9904
340,0.9245
350,0.9405
360,1.0097
370,0.7868
380,0.93
390,0.7071
400,0.7111
410,0.781
420,0.6312
430,0.8312
440,0.4762
450,0.5785
460,0.6045
470,0.4733
480,0.6898
490,0.5431
500,0.4902
510,0.4736
520,0.3917
530,0.4127
540,0.3605
550,0.457
560,0.3576
570,0.3492
580,0.3757
590,0.3787
600,0.2472
610,0.4807
620,0.1897
630,0.3558
640,0.4122
650,0.3238
660,0.2012
670,0.1792
680,0.169
690,0.2117
700,0.1505
710,0.1571
720,0.1846
730,0.1395
740,0.2028
750,0.1035
760,0.1276
770,0.1282
780,0.1699
790,0.1169
800,0.0651
810,0.1427
820,0.0919
830,0.1705
840,0.3664
850,0.0724
860,0.0482
870,0.1661
880,0.1514
890,0.1414
900,0.0887
910,0.0192
920,0.1285
930,0.1012
940,0.069
950,0.024
960,0.1194
970,0.0465
980,0.0968
990,0.0483
1000,0.0239
1010,0.0381
1020,0.0202
1030,0.0173
1040,0.0694
1050,0.1173
1060,0.0275
1070,0.0293
1080,0.0115
1090,0.0283
1100,0.0138
1110,0.0183
1120,0.1775
1130,0.0614
1140,0.0466
1150,0.0323
1160,0.0096
1170,0.0948
1180,0.0236
1190,0.0341
1200,0.0241
1210,0.0793
1220,0.0097
1230,0.007
1240,0.0591
1250,0.0406
1260,0.0107
1270,0.034
1280,0.018
1290,0.0378
1300,0.0069
1310,0.03
1320,0.0161
