step,train_loss
10,2.0786
20,2.0792
30,2.0785
40,2.0749
50,2.0749
60,2.0672
70,2.0553
80,2.043
90,2.0491
100,2.0228
110,1.994
120,1.9415
130,1.907
140,1.8455
150,1.823
160,1.8752
170,1.7054
180,1.6653
190,1.575
200,1.5695
210,1.5604
220,1.5249
230,1.5454
240,1.3677
250,1.2494
260,1.2124
270,1.0594
280,1.1548
290,1.0946
300,0.9997
310,0.8616
320,0.9204
330,0.9533
340,0.8489
350,0.9195
360,0.926
370,0.7065
380,0.8946
390,0.6721
400,0.6966
410,0.7373
420,0.6966
430,0.8574
440,0.5245
450,0.6073
460,0.6303
470,0.4482
480,0.7168
490,0.6199
500,0.5049
510,0.4129
520,0.3496
530,0.3778
540,0.322
550,0.3965
560,0.3207
570,0.2986
580,0.308
590,0.2015
600,0.2751
610,0.2828
620,0.2766
630,0.4083
640,0.3905
650,0.359
660,0.1695
670,0.156
680,0.2068
690,0.1713
700,0.206
710,0.211
720,0.1586
730,0.1388
740,0.1793
750,0.1063
760,0.167
770,0.0769
780,0.1079
790,0.0956
800,0.0986
810,0.1217
820,0.1364
830,0.1096
840,0.2092
850,0.0899
860,0.0529
870,0.2023
880,0.1546
890,0.0508
900,0.0617
910,0.0329
920,0.0745
930,0.2032
940,0.0636
950,0.0184
960,0.0767
970,0.0891
980,0.1244
990,0.0785
1000,0.1233
1010,0.076
1020,0.0423
1030,0.0928
1040,0.0381
1050,0.1063
1060,0.0261
1070,0.0132
1080,0.01
1090,0.0126
1100,0.022
1110,0.1372
1120,0.2198
1130,0.0465
1140,0.055
1150,0.0079
1160,0.0426
1170,0.0252
1180,0.0423
1190,0.0226
1200,0.0167
1210,0.0152
1220,0.0439
1230,0.039
1240,0.0168
1250,0.019
1260,0.0087
1270,0.0063
1280,0.043
1290,0.0259
1300,0.0063
1310,0.0057
1320,0.0143
1330,0.1046
1340,0.0837
1350,0.0145
1360,0.0295
1370,0.0107
1380,0.0148
