step,train_loss
10,1.95
20,1.9437
30,1.9217
40,1.904
50,1.8676
60,1.7802
70,1.7031
80,1.6056
90,1.5533
100,1.3776
110,1.3063
120,1.1761
130,1.1045
140,0.9961
150,1.0846
160,1.0424
170,0.926
180,0.9448
190,0.8811
200,0.608
210,0.6712
220,0.7091
230,0.7959
240,0.5903
250,0.4776
260,0.4441
270,0.5049
280,0.381
290,0.2332
300,0.3378
310,0.1617
320,0.3204
330,0.2817
340,0.1547
350,0.1941
360,0.1506
370,0.2194
380,0.315
390,0.4153
400,0.2027
410,0.13
420,0.0361
430,0.1554
440,0.2842
450,0.0821
460,0.1361
470,0.1844
480,0.0669
490,0.2302
500,0.1592
510,0.0974
520,0.0809
530,0.1654
540,0.0654
550,0.032
560,0.0901
570,0.0062
580,0.0061
590,0.0058
600,0.006
610,0.0197
620,0.0051
630,0.132
640,0.0042
650,0.0962
660,0.005
670,0.0043
680,0.0033
690,0.0166
700,0.0049
710,0.0496
720,0.0083
730,0.0079
740,0.0179
750,0.0029
760,0.0034
770,0.0026
780,0.0233
790,0.0409
800,0.0023
810,0.0025
820,0.0024
830,0.0068
840,0.1134
850,0.0023
860,0.0074
870,0.0314
880,0.0089
890,0.0019
900,0.0053
910,0.0015
920,0.0083
930,0.0016
940,0.0666
950,0.0213
960,0.0239
970,0.0015
980,0.0072
990,0.0049
1000,0.005
1010,0.0015
