step,train_loss
10,2.0751
20,2.0777
30,2.0683
40,2.0703
50,2.0719
60,2.0539
70,2.0042
80,2.0089
90,1.9774
100,1.8932
110,1.9082
120,1.8517
130,1.8123
140,1.7443
150,1.6655
160,1.6495
170,1.6191
180,1.668
190,1.569
200,1.3578
210,1.5727
220,1.3353
230,1.3034
240,1.2497
250,1.0058
260,1.2808
270,1.3156
280,1.1031
290,1.0269
300,1.1954
310,1.4711
320,1.1845
330,1.2152
340,0.9887
350,1.06
360,0.9612
370,0.6329
380,0.6714
390,1.3129
400,1.1237
410,0.7011
420,1.0961
430,1.0037
440,0.8602
450,0.8173
460,0.8647
470,0.9759
480,0.7212
490,0.7071
500,0.7757
510,0.6655
520,0.7546
530,0.62
540,0.5537
550,0.6578
560,0.8644
570,0.6743
580,0.5306
590,0.7009
600,0.5641
610,0.446
620,0.4058
630,0.2956
640,0.4671
650,0.8872
660,0.6034
670,0.5583
680,0.6888
690,0.4889
700,0.6085
710,0.356
720,0.8301
730,0.2914
740,0.1261
750,0.3461
760,0.1851
770,0.4783
780,0.5948
790,0.3571
800,0.2916
810,0.5432
820,0.3444
830,0.3225
840,0.3368
850,0.393
860,0.1874
870,0.5041
880,0.1115
890,0.3041
900,0.4212
910,0.2022
920,0.5234
930,0.1987
940,0.2551
950,0.4328
960,0.2027
970,0.3582
980,0.3595
990,0.4483
1000,0.1739
1010,0.1948
1020,0.1431
1030,0.2446
1040,0.1258
1050,0.1547
1060,0.368
1070,0.6535
1080,0.1087
1090,0.2323
1100,0.4997
1110,0.2076
1120,0.1542
1130,0.1235
1140,0.09
1150,0.0387
1160,0.1171
1170,0.0506
1180,0.1277
1190,0.0753
1200,0.1993
1210,0.1195
1220,0.0346
1230,0.0394
1240,0.0041
1250,0.0686
1260,0.0342
1270,0.064
1280,0.0204
1290,0.2335
1300,0.0868
1310,0.0117
1320,0.0039
1330,0.0558
1340,0.0429
1350,0.071
1360,0.1085
1370,0.0037
1380,0.0814
1390,0.0023
1400,0.0366
1410,0.0749
1420,0.0947
1430,0.0351
1440,0.0403
1450,0.024
1460,0.0277
1470,0.005
1480,0.008
1490,0.039
1500,0.0112
1510,0.0016
1520,0.0428
1530,0.0798
1540,0.0552
1550,0.0413
1560,0.0008
1570,0.001
1580,0.07
1590,0.0306
1600,0.0005
1610,0.0007
1620,0.0456
1630,0.0004
1640,0.0004
1650,0.0005
1660,0.0009
1670,0.0004
1680,0.0007
1690,0.0006
1700,0.0003
1710,0.0066
1720,0.0143
1730,0.0265
1740,0.0021
1750,0.1419
1760,0.0038
1770,0.1388
1780,0.0003
1790,0.0003
1800,0.0068
1810,0.0027
1820,0.0011
1830,0.0003
1840,0.0003
1850,0.0002
1860,0.0004
1870,0.0004
1880,0.0003
1890,0.0007
1900,0.0386
