step,train_loss
10,1.9432
20,1.9314
30,1.9053
40,1.874
50,1.7637
60,1.6031
70,1.4141
80,1.4637
90,1.4666
100,1.2684
110,1.6245
120,1.1931
130,1.2267
140,1.1257
150,2.0602
160,1.3726
170,1.2502
180,1.4112
190,1.4404
200,1.7544
210,1.3855
220,1.1133
230,1.5949
240,1.277
250,1.0739
260,1.1385
270,1.0708
280,0.8158
290,1.2689
300,1.2309
310,1.2203
320,0.7321
330,0.8576
340,0.5425
350,0.6754
360,0.4587
370,0.7716
380,0.633
390,0.348
400,0.4188
410,0.6521
420,0.6197
430,0.3258
440,0.5106
450,0.4554
460,0.3354
470,0.4307
480,0.2852
490,0.4284
500,0.3917
510,0.4378
520,0.4895
530,0.4344
540,0.1043
550,0.1745
560,0.1541
570,0.0765
580,0.3384
590,0.4095
600,0.0647
610,0.0056
620,0.0963
630,0.182
640,0.0047
650,0.0036
660,0.0337
670,0.0709
680,0.1351
690,0.1127
700,0.0666
710,0.0012
720,0.0841
730,0.0017
740,0.0009
750,0.237
760,0.001
770,0.1453
780,0.1653
790,0.0791
800,0.0494
810,0.0028
820,0.0057
830,0.0012
840,0.0008
850,0.0631
860,0.0012
870,0.01
880,0.0009
890,0.0006
900,0.0008
910,0.0005
920,0.0012
930,0.0016
940,0.0006
950,0.0004
960,0.0005
970,0.0005
980,0.0005
990,0.0006
1000,0.0004
1010,0.0005
