step,train_loss
10,1.9455
20,1.9441
30,1.9261
40,1.9085
50,1.8864
60,1.8169
70,1.7395
80,1.6441
90,1.6933
100,1.4662
110,1.5379
120,1.5038
130,1.3377
140,1.3079
150,1.2235
160,1.4094
170,1.1865
180,1.2312
190,1.1867
200,0.9843
210,1.0403
220,0.8874
230,0.9357
240,0.879
250,0.7169
260,0.6259
270,0.7682
280,0.6885
290,0.7422
300,0.581
310,0.5789
320,0.4466
330,0.8315
340,0.5131
350,0.7254
360,0.441
370,0.4266
380,0.3077
390,0.3122
400,0.3307
410,0.347
420,0.2607
430,0.288
440,0.178
450,0.1969
460,0.2243
470,0.168
480,0.2622
490,0.4135
500,0.2251
510,0.1411
520,0.2615
530,0.1664
540,0.0458
550,0.1729
560,0.1857
570,0.0715
580,0.0255
590,0.0506
600,0.0353
610,0.1805
620,0.0595
630,0.1268
640,0.1046
650,0.1268
660,0.0876
670,0.0129
680,0.0068
690,0.107
700,0.1616
710,0.0233
720,0.0096
730,0.0238
740,0.0103
750,0.0873
760,0.0796
770,0.0063
780,0.0305
790,0.0304
800,0.0111
810,0.0073
820,0.012
830,0.0132
840,0.0982
850,0.0062
860,0.0101
870,0.1087
880,0.009
890,0.0799
900,0.0135
910,0.0031
920,0.0328
930,0.1422
940,0.0028
950,0.0968
960,0.0027
970,0.0027
980,0.0906
990,0.0841
1000,0.0034
1010,0.0025
1020,0.004
1030,0.013
1040,0.0027
1050,0.0063
1060,0.011
1070,0.0025
1080,0.0067
1090,0.0561
1100,0.0021
1110,0.0041
1120,0.0034
1130,0.0021
1140,0.0058
1150,0.0019
1160,0.0063
1170,0.008
1180,0.1893
1190,0.0044
1200,0.0103
1210,0.008
1220,0.0018
1230,0.0038
1240,0.0746
1250,0.0019
1260,0.0037
1270,0.0019
1280,0.0061
1290,0.0025
1300,0.003
1310,0.0479
1320,0.003
