step,train_loss
10,1.9502
20,1.9148
30,1.8895
40,1.8641
50,1.7871
60,1.5055
70,1.2283
80,1.3908
90,1.4608
100,1.1775
110,1.2367
120,1.2431
130,1.36
140,1.0221
150,1.0994
160,1.5654
170,1.3233
180,1.3121
190,1.939
200,1.606
210,1.335
220,1.5762
230,1.2917
240,1.114
250,1.0516
260,0.7793
270,1.1544
280,0.8407
290,1.3276
300,1.1309
310,0.8606
320,0.7647
330,0.8297
340,0.7688
350,1.0529
360,0.7233
370,0.6532
380,0.4523
390,0.7598
400,0.5998
410,0.9027
420,0.7367
430,0.5195
440,0.6039
450,0.4603
460,0.6203
470,0.4238
480,0.6247
490,0.3037
500,0.2171
510,0.4096
520,0.509
530,0.4877
540,0.4236
550,0.3969
560,0.6966
570,0.3866
580,0.5517
590,0.2697
600,0.1032
610,0.455
620,0.1247
630,0.0545
640,0.4394
650,0.4618
660,0.1702
670,0.1284
680,0.5694
690,0.3431
700,0.2926
710,0.1202
720,0.125
730,0.2182
740,0.4427
750,0.3038
760,0.34
770,0.0146
780,0.1658
790,0.1254
