step,train_loss
10,2.0774
20,2.0734
30,2.069
40,2.0464
50,2.0332
60,1.9932
70,1.9487
80,1.8697
90,1.8286
100,1.7704
110,1.7792
120,1.7809
130,1.745
140,1.694
150,1.6679
160,1.5973
170,1.5106
180,1.5333
190,1.3895
200,1.2901
210,1.1932
220,1.2855
230,1.2596
240,1.0877
250,1.159
260,1.04
270,0.8867
280,0.9594
290,0.8839
300,0.8802
310,0.7451
320,0.7574
330,0.8195
340,0.6186
350,0.6498
360,0.8338
370,0.5524
380,0.5915
390,0.391
400,0.5382
410,0.5734
420,0.4691
430,0.4093
440,0.4549
450,0.3327
460,0.401
470,0.3155
480,0.3443
490,0.2916
500,0.1931
510,0.1683
520,0.2861
530,0.1959
540,0.5166
550,0.3018
560,0.253
570,0.3564
580,0.2304
590,0.204
600,0.2401
610,0.257
620,0.2183
630,0.3609
640,0.2495
650,0.319
660,0.2176
670,0.1179
680,0.1319
690,0.1751
700,0.1296
710,0.0268
720,0.2767
730,0.0833
740,0.1325
750,0.0522
760,0.0821
770,0.0419
780,0.1639
790,0.1388
800,0.0967
810,0.04
820,0.0105
830,0.0749
840,0.0082
850,0.0895
860,0.0906
870,0.033
880,0.0564
890,0.0884
900,0.0935
910,0.0055
920,0.0627
930,0.0477
940,0.0755
950,0.1287
960,0.0519
970,0.0928
980,0.0333
990,0.0379
1000,0.0901
1010,0.0084
1020,0.0698
1030,0.1384
1040,0.0049
1050,0.0056
1060,0.0044
1070,0.0204
1080,0.0138
1090,0.0032
1100,0.0076
1110,0.003
1120,0.0492
1130,0.0487
1140,0.0304
1150,0.0028
1160,0.003
1170,0.0029
1180,0.0027
1190,0.0024
1200,0.0025
1210,0.0025
1220,0.0022
1230,0.03
1240,0.0022
1250,0.0021
1260,0.0462
1270,0.002
1280,0.0058
1290,0.0029
1300,0.002
1310,0.0019
1320,0.0018
1330,0.0018
1340,0.0019
1350,0.0017
1360,0.0018
1370,0.0017
1380,0.0017
1390,0.0017
1400,0.0017
1410,0.0016
1420,0.0016
1430,0.0015
1440,0.0016
1450,0.0016
1460,0.0015
1470,0.0015
1480,0.0583
1490,0.0015
1500,0.0015
1510,0.0014
1520,0.0017
1530,0.0019
1540,0.0021
1550,0.0016
1560,0.0014
1570,0.0016
1580,0.0064
1590,0.0014
1600,0.0014
1610,0.0472
1620,0.0013
1630,0.0014
1640,0.0014
1650,0.0014
1660,0.0014
1670,0.0109
1680,0.0017
1690,0.0013
1700,0.0014
1710,0.0013
1720,0.0013
1730,0.0013
1740,0.0015
