step,train_loss
10,1.9405
20,1.9313
30,1.9078
40,1.8917
50,1.861
60,1.7591
70,1.6784
80,1.5923
90,1.5506
100,1.3339
110,1.4036
120,1.2786
130,1.1814
140,1.2039
150,1.222
160,1.1631
170,1.2145
180,1.1733
190,1.0573
200,0.9199
210,1.3821
220,1.021
230,0.8274
240,0.9408
250,0.7255
260,0.7161
270,0.6328
280,0.6458
290,0.5195
300,0.6136
310,0.4477
320,0.4273
330,0.4952
340,0.4844
350,0.5357
360,0.3506
370,0.2064
380,0.3144
390,0.4432
400,0.3349
410,0.2129
420,0.2092
430,0.2361
440,0.1936
450,0.2182
460,0.2714
470,0.1449
480,0.0869
490,0.3613
500,0.2895
510,0.2167
520,0.1259
530,0.0584
540,0.1068
550,0.1515
560,0.1798
570,0.226
580,0.0143
590,0.071
600,0.0146
610,0.138
620,0.0794
630,0.1724
640,0.0079
650,0.0196
660,0.0066
670,0.0066
680,0.0056
690,0.0144
700,0.0047
710,0.083
720,0.0815
730,0.1688
740,0.0126
750,0.0046
760,0.0054
770,0.0041
780,0.0128
790,0.0435
