step,train_loss
10,1.9432
20,1.9451
30,1.9442
40,1.9427
50,1.9439
60,1.935
70,1.932
80,1.9226
90,1.9305
100,1.9328
110,1.9145
120,1.9307
130,1.9262
140,1.9248
150,1.9129
160,1.917
170,1.8822
180,1.8808
190,1.8864
200,1.8282
210,1.8333
220,1.8102
230,1.8129
240,1.8143
250,1.745
260,1.7146
270,1.7657
280,1.7902
290,1.6467
300,1.7374
310,1.7039
320,1.7487
330,1.6742
340,1.6126
350,1.7111
360,1.7028
370,1.6527
380,1.5967
390,1.514
400,1.5898
410,1.6421
420,1.6509
430,1.5745
440,1.7073
450,1.6493
460,1.5341
470,1.6678
480,1.5513
490,1.4585
500,1.5037
510,1.4198
520,1.4975
530,1.44
540,1.3698
550,1.3615
560,1.1952
570,1.4312
580,1.49
590,1.3626
600,1.3313
610,1.3146
620,1.3381
630,1.3513
640,1.4368
650,1.4127
660,1.4336
670,1.4971
680,1.375
690,1.4043
700,1.2994
710,1.3105
720,1.1871
730,1.341
740,1.3359
750,1.0904
760,1.2735
770,1.4089
780,1.2847
790,1.3117
800,1.1158
810,1.1287
820,1.2149
830,1.1672
840,1.1843
850,1.1435
860,1.2999
870,1.1655
880,1.0931
890,1.0139
900,1.1834
910,1.199
920,1.1796
930,1.1522
940,1.1267
950,1.1487
960,1.1971
970,1.1946
980,1.151
990,1.2056
1000,1.0744
1010,0.9468
1020,0.9999
1030,0.9956
1040,0.9992
1050,1.1302
1060,1.0376
1070,1.0379
1080,1.2767
1090,0.9104
1100,0.9055
1110,1.0813
1120,0.9583
1130,0.9834
1140,1.0519
1150,0.8451
1160,0.987
1170,1.0481
1180,0.9913
1190,0.9358
1200,0.7787
1210,0.9978
1220,1.051
1230,0.976
1240,1.0129
1250,0.9162
1260,1.0315
1270,0.8525
1280,0.9492
1290,1.0816
1300,1.0118
1310,0.9576
1320,1.0388
1330,1.0179
1340,0.9335
1350,0.8744
1360,0.8591
1370,0.9764
1380,1.0406
1390,1.0925
1400,0.8632
1410,1.2195
1420,0.9863
1430,0.9615
1440,0.8941
1450,1.0613
1460,0.9107
1470,0.9836
1480,0.8754
1490,0.9801
1500,0.8362
1510,0.8356
1520,0.8731
1530,0.8429
1540,1.0352
1550,1.0034
1560,0.9828
1570,1.1814
1580,1.0158
1590,1.1553
1600,0.9615
1610,0.8369
1620,0.7191
1630,1.0037
1640,0.8691
1650,0.6848
1660,0.7714
1670,0.8418
1680,0.8746
1690,0.9279
1700,0.8295
1710,0.8321
1720,0.8499
1730,0.5861
1740,0.706
1750,0.9035
1760,0.8048
1770,0.9268
1780,0.7456
1790,0.6914
1800,0.8388
1810,0.8815
1820,0.7248
1830,0.7875
1840,0.8984
1850,1.0232
1860,0.7038
1870,0.6971
1880,0.7476
1890,0.8828
1900,0.6833
1910,0.6731
1920,0.7413
1930,0.6252
1940,0.9025
1950,0.736
1960,0.9773
1970,0.7427
1980,0.9152
1990,0.827
2000,0.7927
2010,0.6849
2020,0.7186
2030,0.6767
2040,0.9857
2050,0.7084
2060,0.8359
2070,1.0315
2080,0.6432
2090,0.6968
2100,0.8017
2110,0.7549
2120,0.7528
2130,0.8813
2140,0.8479
2150,0.7403
2160,0.8729
2170,0.9132
2180,0.6572
2190,0.7181
2200,0.9478
2210,0.8047
2220,0.7769
2230,0.9107
2240,0.7454
2250,0.7355
2260,0.7713
2270,0.8422
2280,0.8805
2290,0.6442
2300,0.8032
