step,train_loss
10,1.9459
20,1.9448
30,1.9252
40,1.9097
50,1.8817
60,1.8095
70,1.7338
80,1.6308
90,1.683
100,1.4568
110,1.5096
120,1.3674
130,1.2063
140,1.1513
150,1.228
160,1.1049
170,1.1776
180,1.2303
190,1.1793
200,0.9549
210,1.009
220,0.8632
230,0.9048
240,0.7893
250,0.7288
260,0.7458
270,0.8933
280,0.7772
290,0.8096
300,0.7814
310,0.5732
320,0.7138
330,0.8094
340,0.6035
350,0.6306
360,0.6819
370,0.4039
380,0.3882
390,0.4512
400,0.4051
410,0.5165
420,0.3189
430,0.4655
440,0.3163
450,0.2771
460,0.2439
470,0.3387
480,0.2585
490,0.1927
500,0.2227
510,0.1347
520,0.1533
530,0.0651
540,0.2249
550,0.069
560,0.3346
570,0.3473
580,0.1155
590,0.0811
600,0.0948
610,0.0627
620,0.0767
630,0.1836
640,0.0683
650,0.0947
660,0.062
670,0.0744
680,0.0076
690,0.0619
700,0.054
710,0.0206
720,0.0352
730,0.0186
740,0.0864
750,0.0114
760,0.0803
770,0.0758
780,0.0447
790,0.0596
800,0.0625
810,0.0047
820,0.0662
830,0.011
840,0.0871
850,0.0405
860,0.0081
870,0.0172
880,0.02
890,0.0033
900,0.0282
910,0.003
920,0.0751
930,0.0063
940,0.0029
950,0.0294
960,0.0031
