step,train_loss
10,1.9469
20,1.9325
30,1.9072
40,1.8725
50,1.7942
60,1.6363
70,1.5299
80,1.511
90,1.4593
100,1.2158
110,1.2236
120,1.162
130,1.0401
140,0.8909
150,0.9172
160,0.9245
170,0.8126
180,0.7787
190,0.6406
200,0.4993
210,0.4588
220,0.6101
230,0.3703
240,0.285
250,0.2033
260,0.8835
270,0.5798
280,0.4921
290,0.1576
300,0.1461
310,0.141
320,0.3684
330,0.7177
340,0.498
350,0.4815
360,0.1643
370,0.2396
380,0.2825
390,0.2287
400,0.14
410,0.1239
420,0.2906
430,0.0987
440,0.1212
450,0.0669
460,0.0118
470,0.0553
480,0.079
490,0.0088
500,0.0073
510,0.0178
520,0.0069
530,0.1612
540,0.085
550,0.3581
560,0.0376
570,0.0065
580,0.0566
590,0.005
600,0.0047
610,0.0058
620,0.0046
630,0.0041
640,0.0039
650,0.0035
660,0.0051
