step,train_loss
10,1.9444
20,1.9212
30,1.8526
40,1.8002
50,1.5888
60,1.3848
70,1.2722
80,1.2331
90,1.1001
100,0.8769
110,0.9548
120,0.8691
130,0.8153
140,0.6179
150,0.6547
160,0.7079
170,0.5949
180,0.4779
190,0.4694
200,0.4632
210,0.3138
220,0.3299
230,0.2645
240,0.2372
250,0.1843
260,0.2071
270,0.1727
280,0.1386
290,0.074
300,0.0582
310,0.0466
320,0.0393
330,0.0326
340,0.0257
350,0.0318
360,0.0197
370,0.0173
380,0.0143
390,0.0102
400,0.0097
410,0.0099
420,0.0072
430,0.0069
440,0.0062
450,0.0055
460,0.0055
470,0.0049
480,0.0045
490,0.0046
500,0.0041
510,0.0039
520,0.004
