step,train_loss
10,2.0825
20,2.0746
30,2.0734
40,2.0566
50,2.0573
60,2.0125
70,1.9166
80,1.8061
90,1.7411
100,1.652
110,1.6428
120,1.5466
130,1.4487
140,1.3496
150,1.2362
160,1.3082
170,1.2583
180,1.3448
190,1.0746
200,1.0272
210,0.8827
220,1.1226
230,1.0828
240,0.8533
250,0.9738
260,0.6768
270,0.627
280,0.7045
290,0.5268
300,0.6567
310,0.7978
320,0.7101
330,0.6231
340,0.6267
350,0.6946
360,0.4947
370,0.3657
380,0.3775
390,0.1964
400,0.3425
410,0.3786
420,0.4
430,0.3578
440,0.3288
450,0.3325
460,0.2727
470,0.3347
480,0.3891
490,0.2694
500,0.3023
510,0.1701
520,0.159
530,0.2349
540,0.3343
550,0.151
560,0.1719
570,0.1403
580,0.1254
590,0.1869
600,0.247
610,0.1664
620,0.1228
630,0.062
640,0.2232
650,0.0996
660,0.0591
670,0.1785
680,0.0322
690,0.1341
700,0.1042
710,0.2116
720,0.0164
730,0.0092
740,0.0888
750,0.0513
760,0.0398
770,0.2041
780,0.1511
790,0.0757
800,0.1047
810,0.1249
820,0.0713
830,0.0216
840,0.1631
850,0.0471
860,0.1323
870,0.0251
880,0.1354
890,0.045
900,0.0333
910,0.0659
920,0.0634
930,0.0886
940,0.101
950,0.1047
960,0.1075
970,0.0674
980,0.0089
990,0.0313
1000,0.0252
1010,0.0449
1020,0.0587
1030,0.0172
1040,0.063
1050,0.0023
1060,0.0039
1070,0.1706
1080,0.1143
1090,0.0317
1100,0.0058
1110,0.1567
1120,0.0787
1130,0.0456
1140,0.0225
1150,0.0373
1160,0.002
1170,0.0021
1180,0.003
1190,0.0041
1200,0.0008
1210,0.0022
1220,0.0473
1230,0.0013
1240,0.0089
1250,0.0321
1260,0.0017
1270,0.0391
1280,0.0013
1290,0.0021
1300,0.0112
1310,0.0807
1320,0.0185
1330,0.096
1340,0.0382
1350,0.0006
1360,0.0795
1370,0.0013
1380,0.0004
1390,0.0003
1400,0.0005
1410,0.0004
1420,0.001
1430,0.0019
1440,0.024
1450,0.0007
1460,0.0295
1470,0.0006
1480,0.0006
1490,0.005
1500,0.001
