step,train_loss
10,2.0767
20,2.0826
30,2.0811
40,2.0811
50,2.0787
60,2.074
70,2.0728
80,2.0668
90,2.0837
100,2.0704
110,2.0661
120,2.0489
130,2.0474
140,2.0406
150,1.9935
160,1.9958
170,1.982
180,1.9979
190,1.9561
200,1.9301
210,1.9903
220,1.8021
230,1.9341
240,1.8338
250,1.8263
260,1.7964
270,1.8394
280,1.6905
290,1.7374
300,1.6055
310,1.5533
320,1.5737
330,1.4636
340,1.316
350,1.3052
360,1.1973
370,1.5614
380,1.2308
390,1.2514
400,1.2151
410,1.1843
420,1.0198
430,1.101
440,1.2726
450,1.2793
460,1.2444
470,1.144
480,0.9058
490,1.095
500,1.1207
510,0.9216
520,0.9863
530,0.9941
540,0.7751
550,0.817
560,0.9239
570,1.0474
580,0.8364
590,0.8275
600,0.5809
610,0.6407
620,0.6531
630,0.8176
640,0.6042
650,0.6016
660,0.677
670,0.8635
680,0.7555
690,0.5741
700,0.4122
710,0.8134
720,0.8039
730,0.4211
740,0.5986
750,0.7832
760,0.463
770,0.3853
780,0.8301
790,0.3889
800,0.4834
810,0.3968
820,0.4293
830,0.702
840,0.3968
850,0.5381
860,0.3536
870,0.6655
880,0.1849
890,0.6153
900,0.4336
910,0.3612
920,0.3582
930,0.5584
940,0.3772
950,0.3648
960,0.4019
970,0.5476
980,0.3215
990,0.4102
1000,0.2053
1010,0.4811
1020,0.2944
1030,0.3467
1040,0.3561
1050,0.5102
1060,0.5228
1070,0.4759
1080,0.3391
1090,0.3343
1100,0.2461
1110,0.5874
1120,0.318
1130,0.2404
1140,0.478
1150,0.2399
1160,0.3943
1170,0.1918
1180,0.6202
1190,0.2537
1200,0.0143
1210,0.1544
1220,0.3488
1230,0.3402
1240,0.2315
1250,0.0502
1260,0.4209
1270,0.3168
1280,0.5435
1290,0.077
1300,0.0789
1310,0.2003
1320,0.24
1330,0.1508
1340,0.0593
1350,0.1218
1360,0.1815
1370,0.1098
1380,0.0998
1390,0.0028
1400,0.0535
1410,0.1094
1420,0.0922
1430,0.0928
1440,0.0035
1450,0.0828
1460,0.0362
1470,0.0717
1480,0.1436
1490,0.1386
1500,0.0009
1510,0.0014
1520,0.0547
1530,0.1395
1540,0.1605
1550,0.0868
1560,0.1315
1570,0.1553
1580,0.0588
1590,0.0659
1600,0.1076
1610,0.0659
1620,0.1036
1630,0.053
1640,0.1391
1650,0.0008
1660,0.235
1670,0.174
1680,0.1716
1690,0.0043
1700,0.0006
1710,0.2272
1720,0.1775
1730,0.0677
1740,0.114
1750,0.1048
1760,0.0695
1770,0.0348
1780,0.0009
1790,0.0053
1800,0.1065
1810,0.086
1820,0.0014
1830,0.0016
1840,0.1037
1850,0.0006
1860,0.0127
1870,0.1282
1880,0.0424
1890,0.223
1900,0.0555
1910,0.0005
1920,0.0015
1930,0.0006
1940,0.1297
1950,0.0168
1960,0.0005
1970,0.2148
1980,0.0065
1990,0.0003
2000,0.1934
2010,0.1346
2020,0.0949
2030,0.0011
2040,0.2203
2050,0.0116
2060,0.0044
2070,0.0009
2080,0.1183
2090,0.0052
2100,0.071
2110,0.0661
2120,0.0011
2130,0.0031
2140,0.0221
2150,0.1564
2160,0.168
2170,0.0519
2180,0.0002
2190,0.1451
2200,0.0211
2210,0.0005
2220,0.0662
2230,0.0005
2240,0.0003
2250,0.1595
2260,0.0885
