step,train_loss
10,1.9499
20,1.941
30,1.9203
40,1.9126
50,1.8896
60,1.8441
70,1.7673
80,1.6882
90,1.6899
100,1.4888
110,1.4939
120,1.416
130,1.2245
140,1.1909
150,1.1031
160,1.1532
170,1.0145
180,1.135
190,1.0359
200,0.8063
210,0.8745
220,0.8093
230,0.9144
240,0.8167
250,0.5948
260,0.6
270,0.6839
280,0.6003
290,0.5227
300,0.6016
310,0.5477
320,0.387
330,0.9173
340,0.7127
350,0.5074
360,0.4325
370,0.5085
380,0.4545
390,0.6439
400,0.5282
410,0.2959
420,0.3326
430,0.2798
440,0.2947
450,0.2773
460,0.1375
470,0.1702
480,0.1897
490,0.4052
500,0.1692
510,0.0832
520,0.1895
530,0.0988
540,0.1741
550,0.2029
560,0.1747
570,0.1617
580,0.0432
590,0.0207
600,0.1607
610,0.0786
620,0.0579
630,0.0979
640,0.0669
650,0.0969
660,0.0262
670,0.1091
680,0.0651
690,0.0962
700,0.0119
710,0.0157
720,0.0084
730,0.0588
740,0.1016
750,0.0187
760,0.1417
770,0.0046
780,0.0078
790,0.0346
800,0.0039
810,0.073
820,0.0932
830,0.0107
840,0.0134
850,0.0057
860,0.0951
870,0.0063
880,0.0703
890,0.0031
900,0.0094
910,0.0025
920,0.009
930,0.2157
940,0.0026
950,0.1269
960,0.0872
970,0.0617
980,0.095
990,0.0041
1000,0.0028
1010,0.0023
1020,0.0036
1030,0.0111
1040,0.0157
1050,0.0059
1060,0.0023
1070,0.0024
1080,0.0059
1090,0.0496
1100,0.002
1110,0.0036
1120,0.0767
1130,0.0022
1140,0.0052
1150,0.0023
1160,0.0053
1170,0.0993
1180,0.3233
1190,0.0075
1200,0.0086
1210,0.0064
1220,0.0017
1230,0.0032
1240,0.0291
1250,0.0019
1260,0.0033
1270,0.0019
1280,0.0053
1290,0.0129
1300,0.0027
1310,0.0409
1320,0.0028
