step,train_loss
10,1.9606
20,1.9129
30,1.8366
40,1.8351
50,1.7577
60,1.5138
70,1.3364
80,1.4799
90,1.4139
100,1.6189
110,1.4111
120,1.2871
130,1.37
140,1.2662
150,1.5416
160,1.2933
170,1.4501
180,1.5721
190,1.7957
200,1.0992
210,0.9689
220,1.0546
230,1.1673
240,1.0892
250,1.2188
260,2.1759
270,1.1135
280,0.9336
290,1.491
300,1.3269
310,1.0668
320,0.8615
330,0.9261
340,0.849
350,0.8348
360,0.9552
370,0.762
380,0.6057
390,0.9395
400,0.6793
410,0.8125
420,0.7548
430,0.5125
440,0.6228
450,0.6454
460,0.7777
470,0.6031
480,0.781
490,0.8087
500,0.5489
510,0.5518
520,0.5893
530,0.7459
540,0.8703
550,0.4978
560,0.6817
570,0.3312
580,0.3988
590,0.3878
600,0.2678
610,0.7793
620,0.4298
630,0.2706
640,0.2781
650,0.2776
660,0.3957
670,0.1991
680,0.1
690,0.051
700,0.3074
710,0.021
720,0.0568
730,0.1753
740,0.1555
750,0.1125
760,0.1911
770,0.0607
780,0.0073
790,0.2444
800,0.1711
810,0.0943
820,0.2085
830,0.1313
840,0.0811
850,0.2313
860,0.0193
870,0.3188
880,0.1143
890,0.0088
900,0.0105
910,0.0861
920,0.1843
930,0.0466
940,0.1615
950,0.0032
960,0.0786
970,0.0026
980,0.0021
990,0.0046
1000,0.0019
1010,0.0019
1020,0.0028
1030,0.0023
1040,0.0024
1050,0.0019
1060,0.002
1070,0.0019
1080,0.004
1090,0.0022
1100,0.0017
